73.24,1.35,3.11,0.27,1.62,0.41,0.27,0,0,0.27,0,12.43,1.49,0,0,0.41,1.08,1
77.91,2.52,0,0,1.16,0.19,0.19,0.58,0,0,0,15.31,0.39,0,0.58,1.36,0,1
80.06,7.5,0.32,0,0.48,0,0.32,0,0,0,0,19.3,0.48,0.48,0,1.91,0.32,1
77.85,0.76,0.41,0,2.34,0.14,0.07,5.02,0,0,0,13.2,0.28,0,0,0.41,1.51,1
77.3,0.87,1.64,0.15,2.04,0.2,0.15,0,0,0.05,0.05,17.89,0.51,0.26,0,0.61,0.2,1
80.16,1.3,1.14,0.16,1.3,0.65,0.33,0,0.33,0.16,0,20,0,0,0,0.81,0,1
73.18,1.4,2.49,0.1,2.21,0.96,0.3,0.04,0.2,0.06,0.02,21.04,0.72,0.04,0,1.4,0.78,1
73.87,1.69,0.8,0.18,1.33,2.13,0.36,0.09,0.09,0,0.18,19.56,0.09,0,0.09,0.89,0,1
74.08,2.79,0.88,0.08,1.12,0.4,0.48,0,0.08,0.16,0,19.62,0,1.75,0,1.59,0.8,1
73.04,2.33,0.98,0.12,1.96,0.49,0.25,0.37,0.49,0,0,17.4,1.23,0,0,0.37,1.72,1
76.32,2.05,2.19,0.21,1.71,0.14,0.34,0.07,0.55,0.14,0,18.07,0.21,0.27,0,0.82,0.68,1
79.93,4.54,0.05,0.1,1.85,0.5,0.25,0.3,0.05,0,0.05,13.08,0.85,0.05,0,0.3,0.3,1
74.21,2.21,0.38,0.1,2.21,0.1,2.41,0,0.19,0,0.29,20.89,1.15,0.1,0.1,1.54,0.96,1
70.7,3.35,1.41,0.26,0.88,0.35,0.62,0,0.35,0,0.09,20.65,0.18,0,0.18,0.79,2.47,1
79.99,6.12,0.06,0,4.42,0.13,0.13,0.06,0,0.32,0.25,14.96,0.44,0,0.06,0.57,0.63,1
81.93,1.2,0.34,0.34,1.55,1.03,0.17,0,0.17,0.17,0.17,17.9,0,0,0,0.86,0,1
78.08,1.01,0.51,0,1.52,0.84,0.51,0.34,0,0,0,14.33,0.51,0,0.17,0.67,0.34,1
75.54,3.02,1.68,0.17,2.01,1.17,0,1.51,0.17,0,0,17.92,0.5,0,0.17,1.51,0.34,1
74.86,1.37,0.08,0,3.87,0.97,0.24,0,0.56,0,0.16,15.95,0.32,0.24,0.08,2.1,0.64,1
79.37,1.83,0.42,0.05,2.45,1.1,0.47,0.16,0.05,0.05,0,19.69,0.42,0,0,0.31,2.72,1
83.61,3.18,0.1,0.19,0.77,0,0.19,0.48,0,0,0.1,17.36,0.19,0,0,0.87,0.77,1
71.02,2.5,0.38,0.38,2.5,0.77,0,0,0,0,0.19,14.78,0.38,0,0,1.34,0.77,1
70.13,2.52,1.1,0.16,1.42,0,0.16,0,0,0.16,0.16,15.41,0,0,0,2.2,1.26,1
74.33,1.72,0.38,0,1.34,1.53,0.38,1.53,0.38,0.19,0,17.43,0,0.19,0.19,1.34,0,1
80.34,2.02,0.4,0,1.51,0.3,0.2,0,0.2,0,0.1,14.52,0.3,0,0,0.6,1.01,1
