function,article,prep,number,quant,anger,friend,cause,hear,bio,time,swear,netspeak,Type
61.27,4.99,13.55,1.25,2.97,1.68,0.52,2.71,0.99,2.41,2.88,0.13,0.34,Fake
42.5,8.42,13.6,1.26,1.12,1.12,0,0.98,1.54,0.56,2.95,0,0.28,Fake
46.49,9.11,15.55,2.34,1.92,0.64,0.11,0.8,0.8,0.59,4.42,0,0.16,Fake
37.3,7.81,15.82,3.32,2.15,1.37,0,2.34,0.39,0.78,4.69,0,0,Fake
39.81,7.22,12.22,4.26,1.67,2.78,0.56,0.56,1.48,0.93,4.81,0,1.48,Fake
50.51,8.75,15.79,3.08,1.94,1.17,0.18,1.25,0.26,0.73,6.01,0.11,0,Fake
43.22,7.96,15.03,1.95,1.54,2.76,0.41,1.95,0.16,0.57,3.74,0,0,Fake
43.88,9.54,15.31,1.67,2.36,2.36,0,3.08,0.14,0.89,4.58,0,0.1,Fake
32.09,3.84,15.07,2,1.18,1.32,0.19,1.46,0.35,1.74,3.98,0.12,0.16,Fake
47.35,10.6,16.08,1.24,1.06,0.88,0,2.83,0,1.06,2.3,0.18,0.18,Fake
40.98,11.26,13.11,1.53,0.87,0.33,0,1.75,0.98,0.22,4.04,0,0.11,Fake
40.08,9.02,14.69,1.55,2.19,1.55,0.13,1.8,0.64,0.26,2.58,0,0,Fake
36.15,8.11,13.7,10.47,1.51,0.07,0.14,0.86,0.07,0.5,5.88,0,0.36,Fake
47.36,10.38,13.84,1.82,0.55,1.82,0,1.28,1.64,2.37,5.1,0,0,Fake
51.42,7.95,15.2,2.68,1.97,0.31,0.16,1.1,0.47,3.31,2.76,0,0.08,Fake
43.99,6.53,17.18,2.75,2.75,0.17,0.17,1.55,0.17,1.55,5.67,0,0,Fake
44.35,10.84,18.4,3.28,1,0.46,0.09,1.91,0.09,0.46,5.46,0,0.36,Fake
57.45,8.54,13.9,1.68,1.84,1.34,0.34,1.84,1.01,0.84,3.18,0.34,0.17,Fake
37.74,5.53,12.86,1.81,1.01,0.7,0.35,1.21,0.45,0.85,4.67,0,0,Fake
44.55,6.28,14.7,1.48,1.76,0.28,0.18,2.4,0.55,5.18,2.31,0,0,Fake
47.8,10.44,15.11,1.1,1.56,2.33,0.32,1.17,0.19,1.43,2.08,0.13,0,Fake
50.84,8.36,15.46,2.92,1.39,1.39,0,1.95,0.7,1.39,3.2,0,0,Fake
57.54,9.68,19.55,1.86,0.74,0.56,0.19,1.12,0,0.19,4.1,0.19,0,Fake
39.82,9.42,15.16,1.88,1.38,0.43,0.14,1.7,0.07,0.92,4.14,0,0.04,Fake
42.13,8.51,18.44,2.7,1.42,2.7,0.43,2.7,0.43,0.57,3.4,0,0,Fake
38.19,8.95,13.94,1.35,1.98,0.83,0,1.35,0.62,0.21,3.64,0,0.21,Fake
47.52,8.19,14.97,2.55,1.95,0.47,0.47,1.21,1.07,2.35,3.83,0,0,Fake
53.91,9.33,14.19,0.66,2.04,0.62,0.2,1.77,0.59,2.37,4.11,0.23,0,Fake
44.9,6.67,11.56,1.09,1.77,1.36,0.14,2.18,0.54,0.54,4.35,0,1.36,Fake
41.98,9.43,15.71,2.1,0.97,2.26,0.16,1.69,0.48,1.05,3.46,0,0.16,Fake
46.53,8.8,13.34,2.12,2.54,1.04,0.16,1.77,0.55,0.78,3.64,0.05,0.05,Fake
41.4,10.02,14.69,4.01,2.5,0.17,0,1.84,1.34,0.17,4.84,0,0.17,Fake
37.8,7.21,14.03,1.39,0.88,1.01,0,2.91,0.51,0.13,3.79,0,1.01,Fake
48.26,8.48,12.38,2.5,2.92,0.83,0,1.11,0.7,0.42,4.73,0,0,Fake
46.02,11.16,14.54,2.59,1,0,0,2.19,0.8,0.2,3.98,0,0,Fake
45.09,9.35,14.56,1.18,1.07,1.54,0,0.83,0.95,1.89,4.14,0,0,Fake
46.37,8.89,14.96,1.02,1.94,1.94,0.15,1.79,0.36,1.23,2.66,0.15,0.05,Fake
40.65,9.83,15.28,2.56,1.68,1.75,0.13,1.55,0.47,2.69,2.96,0,0.07,Fake
45.89,7.19,11.55,0.93,2.18,0.65,0.14,2.37,0.28,6.54,3.25,0,0,Fake
47.65,13.32,16.17,2.85,2.23,0.37,0.06,2.29,0.25,0.74,5.14,0,0.06,Fake
45.93,8.56,16.22,1.91,2.82,0.67,0.24,1.48,0.72,0.53,4.26,0,0,Fake
43.53,10.75,13.84,1.82,2.55,0.18,0,2.73,0.18,0.36,3.83,0.18,0,Fake
50.79,6.63,13.55,2.1,2.95,0.85,0.4,1.36,1.7,1.81,4.25,0.23,0.06,Fake
39.51,7.87,13.73,4.78,2.16,0,0,0.62,2.01,0.62,6.94,0.15,0,Fake
41.72,8.19,16.96,3.7,1.75,3.31,0,1.17,1.95,0.78,6.63,0,0,Fake
38.8,8.77,14.94,3.25,1.14,0.16,0.49,0.32,0.97,6.17,5.19,0.16,0.16,Fake
43.66,6.4,10.83,1.05,2.68,1.51,0,1.16,1.05,0.12,2.79,0,0.12,Fake
54.19,7.91,16.59,1.45,3.57,1.45,0,2.6,0.39,0.68,4.73,0.19,0,Fake
50,7.64,11.62,2.55,1.27,0.32,0.16,0.32,1.27,0.16,5.41,0,0,Fake
46.6,8.56,15.35,1.09,3.26,0,0,3.67,0.14,0.54,4.21,0,0.14,Fake
42.38,10.26,14.66,2.05,1.03,2.05,0.59,2.79,2.49,2.2,3.08,0,0.59,Fake
52.72,6.05,14.69,1.48,0.86,0,0.25,2.96,0.86,1.11,6.17,0,0,Fake
50.45,7.81,12.61,0.75,1.65,2.55,0.15,1.8,0.9,1.2,5.41,0.15,0,Fake
50.81,7.69,13.7,1.21,1.94,1.26,0.09,1.66,0.66,0.85,4.35,0.13,0.26,Fake
41.72,8.19,16.96,3.7,1.75,3.31,0,1.17,1.95,0.78,6.63,0,0,Fake
47.03,6.67,12.43,3.96,1.08,1.08,0,2.16,2.52,1.26,3.06,0.9,1.08,Fake
45.08,8.29,15.18,0.8,2.07,1.4,0.13,2.21,0.67,0.74,3.88,0.13,0.07,Fake
43.37,8.89,14.35,1.25,1.4,0,0.16,1.72,0.62,0.62,5.3,0,0,Fake
50,6.57,13.43,1.34,1.64,0.9,0.75,1.34,2.69,1.94,3.88,0,0.15,Fake
48.75,10.18,15.86,1.67,2.34,2,0,2.67,1,1.17,4.67,0,0.17,Fake
52.1,8.68,13.19,1.85,1.82,0.52,0,2.34,0.55,0.62,2.63,0,0.29,Fake
49.26,6.92,13.67,0.99,3.62,0.82,0,1.65,0.33,1.98,4.45,0,0,Fake
51.09,6.19,13.75,3.55,1.95,0.34,0.23,1.03,1.03,7.22,3.55,0,0,Fake
39.97,9.5,12.51,3,1.33,1.12,0.07,1.4,0.21,0.35,3.7,0,0.63,Fake
50.87,5.42,13.73,1.35,1.35,2.51,0.19,1.35,1.55,3.29,5.03,0.39,0.39,Fake
46.11,9.11,15,1.94,1.72,1.49,0.36,1.43,0.32,0.45,4.05,0.1,0,Fake
51.43,7.27,13.96,0.76,1.72,1.15,0.76,2.1,0.19,0.96,3.06,0.38,0.19,Fake
50.86,7.36,12.84,0.51,2.23,0.68,0,1.2,1.88,0.86,3.08,0.17,0.68,Fake
40.17,8.52,14.26,7.3,2.43,0,0.17,1.39,0.35,1.22,8.7,0,0,Fake
43.57,6.24,11.26,2.94,2.33,0.73,0.37,1.84,1.71,1.35,3.67,0.73,0.37,Fake
40.57,7.77,14.98,5.12,4.27,0.38,0.19,3.51,0.09,1.42,3.6,0,0,Fake
42.55,7.88,14.47,2.44,1.43,0.57,0.14,1.58,1.29,2.72,4.58,0,0.29,Fake
46.4,8.37,11.74,3.93,2.46,0.78,0,2.98,0,0.47,3.75,0,0.04,Fake
37.66,8.58,15.24,4.4,3.22,0.32,0.32,1.07,0.32,0.21,3.54,0,0.11,Fake
45.39,11.14,13.17,1.22,3.75,0.1,0,2.43,0.61,0.71,5.17,0,0,Fake
45.35,8.81,15.47,1.76,2.01,1.64,0.13,1.45,0.57,1.07,4.34,0,0,Fake
49.82,10.91,15.69,1.31,1.88,1.63,0.29,1.55,0.53,0.65,5.52,0,0.08,Fake
47.64,8.54,15.38,2.51,1.41,2.71,0.1,2.51,1.11,0.8,4.22,0.1,0,Fake
48.68,9.51,15.49,1.32,2.23,1.32,0,3.24,0.3,0.71,3.54,0,0,Fake
47.83,9.24,13.04,1.99,0.91,0.91,0.36,3.26,0.36,0.18,4.53,0.18,0.36,Fake
41.9,8.17,13.39,2.28,1.47,0.13,0.13,2.14,0.54,2.81,2.95,0,0,Fake
48.25,8.2,15.32,2.65,2.53,0.6,0.24,2.17,0.24,1.33,1.09,0,0,Fake
50.5,7.91,15.58,1.76,2.64,0.63,0.13,1.51,0.13,0.38,1.01,0,0,Fake
42.34,10.03,16.05,3.38,1.37,0.63,0,1.8,0,0.63,3.8,0,0,Fake
49.84,7.41,13.09,1.74,2.37,0.95,0.16,1.58,0.32,0,4.73,0.16,0.16,Fake
38.64,6.8,9.12,8.04,1.39,1.7,0.31,1.08,1.08,1.08,1.39,0.62,0.77,Fake
42.1,7.81,13.54,4.27,1.84,0.12,1.35,1.18,0.81,0.12,4.78,0,0.03,Fake
45.95,10.69,14.45,0.87,2.02,0.14,0,1.3,1.3,0.72,6.07,0,0.14,Fake
57.07,6.63,17.66,0.59,2.15,0.88,0.1,2.63,0.59,5.95,3.51,0,0.1,Fake
41.85,8.77,12.96,1.36,1.73,1.11,0.37,0.62,2.47,1.11,3.33,0,0.12,Fake
43.76,9.18,14.82,1.86,2,1.07,0.09,1.44,0.51,1.07,2.89,0,0,Fake
49.85,8.08,14.27,1.31,2.17,2.17,0.19,1.86,0.46,0.5,3.29,0.04,0.04,Fake
42.72,8.08,15.06,3.55,1.71,0.37,0.24,1.59,0.73,0.49,3.06,0,0.37,Fake
44.15,8.48,14.91,2.92,1.46,1.17,0.29,1.46,0.73,1.02,3.36,0,0,Fake
48.79,10.01,12.08,1.84,0.58,0.12,0.35,0.46,0.46,1.04,4.95,0,0,Fake
46.27,8.51,14.6,3.07,1.26,0.33,0.22,1.21,1.26,1.1,6.04,0,0,Fake
37.75,8.25,12.04,2.17,1.08,0.14,0.27,1.08,0,5.68,4.6,0.14,0.41,Fake
43.29,8.53,14.06,3.16,1.74,1.11,0.16,1.58,0.63,0.79,3.16,0,0.16,Fake
42.53,10.06,14.63,1.22,1.83,0.46,0,2.13,0,9.15,2.29,0,0,Fake
45.31,7.19,11.78,3.19,1.2,0,0,1.6,0.6,1.4,3.59,0,0,Fake
42.72,8.54,16.7,9.13,4.08,0.78,0,5.05,0,0.19,9.32,0,0,Fake
40.58,5.36,12.2,1.19,1.59,0.4,0.5,2.08,0.99,1.98,3.67,0.1,0,Fake
45.1,6.59,13.1,3.78,2.57,0.48,0.16,1.45,0.16,0.88,5.95,0.56,0,Fake
42.29,10.45,14.55,3.22,1.76,0.59,0.29,0.98,0.49,0.68,3.52,0,0,Fake
42.82,8.42,14.22,1.02,0.58,0.44,0.15,2.61,0.29,0.29,2.47,0,0,Fake
47.51,11.88,15.61,1.8,1.66,0.55,0,2.62,0,6.49,5.39,0,0,Fake
51.28,8.69,11.58,1.02,0.68,0.34,0,1.36,1.19,0.17,4.94,0,0,Fake
44.65,9.53,17.56,3.51,0.33,0,0.17,1.51,0.17,1.34,1.84,0,0,Fake
50,8.26,15.01,1.28,1.84,0.84,0.17,1.56,0.17,1.23,3.79,0,0.17,Fake
50.14,7.7,16.39,2.8,2.38,0.14,0,1.68,0.28,0.7,6.72,0,0.14,Fake
43.31,7.56,16.06,5.35,3.15,0,0,1.89,0.16,0.16,8.35,0,0,Fake
47.06,7.67,13.21,1.06,2.07,2.8,0,1.4,0.28,1.62,3.64,0.11,0.06,Fake
41.54,8.2,13.25,1.05,1.89,0.63,0.11,2,0.53,0.42,4.94,0,0,Fake
47.99,10.5,15.12,0.99,1.58,2.24,0.33,1.12,0.2,1.45,2.05,0.13,0,Fake
47.75,8.89,14.45,1.71,1.18,0.75,0,1.93,0.43,0.75,4.18,0,0.32,Fake
46.82,8.24,14.86,1.12,2.25,0,0.5,2.62,0.62,0.5,2.5,0,0,Fake
41.99,10.5,15.89,3.4,2.13,0.71,0,1.7,0.14,0.57,5.11,0,0,Fake
39.11,6.85,14.29,2.62,2.26,0.3,0.18,2.08,0.18,9.23,3.27,0,0,Fake
43.52,9.69,14.32,1.77,1.64,1.23,0.07,1.64,0.41,0.41,4.09,0,0,Fake
43.48,6.73,13.98,1.66,1.35,1.24,0,1.97,0.1,1.24,4.87,0.1,0.1,Fake
49.84,10.03,15.99,0.47,1.31,0,0,1.36,0.52,2.93,4.49,0,0,Fake
37.54,8.7,12.29,1.37,1.54,1.02,0.17,2.22,0.17,0.34,4.1,0,0.17,Fake
43.55,6.7,12.41,1.61,1.74,1.86,0,1.24,0.5,1.74,3.85,0.25,0.99,Fake
46.25,7.91,18.36,6.03,2.82,0.13,0.54,0.8,0,0.13,4.96,0,0.13,Fake
42.6,6.06,13.73,2.32,1.96,0,0.36,1.78,0,2.67,3.39,0,0,Fake
48.52,11.04,15.24,1.4,1.87,0.16,0,2.02,0.31,0.31,2.64,0,0,Fake
45.6,11.83,14.29,1.88,1.73,1.88,0.14,1.15,1.3,0.43,4.18,0,0,Fake
38.38,9.55,14.49,4.62,4.78,0.16,0,2.39,0.16,3.82,5.89,0,0,Fake
46.64,11.98,17.71,2.06,2.44,1.07,0,1.3,0.08,1.83,2.06,0,0,Fake
47.29,9.52,15.96,0.88,1.9,0.44,0,1.46,0.15,0.59,4.98,0.15,0,Fake
45.8,10.02,13.29,1.4,2.1,1.28,0,2.33,0.23,0.47,3.5,0,0,Fake
45.69,9.23,14.75,0.93,1.99,1.95,0.37,2.69,0.51,0.74,3.62,0,0,Fake
48.67,9.66,17.73,2.09,2.6,1.19,0.06,2.03,0.17,1.24,5.87,0,0.11,Fake
51.58,10.64,12.92,2.28,1.72,0.62,0.09,1.45,0.25,0.62,6.49,0.03,0.06,Fake
49.17,8.68,13.43,1.55,2.17,0.21,0.62,1.03,0.1,0.31,4.65,0,0,Fake
44.65,9.82,16.5,2.64,1.91,3.45,0,1.39,0,2.05,3.45,0,0.15,Fake
54.39,7.02,16.06,0.13,4.45,0.13,0.13,2.29,0.54,1.21,2.02,0.13,0,Fake
52.86,7.51,13.82,1.45,3.36,0.12,0.25,2.32,0.37,0.46,3.98,0,0.21,Fake
46.13,6.38,15.33,2.04,3.39,0,0,4.21,0.14,2.04,3.8,0,0,Fake
45.68,5.64,14.64,2.65,1.59,1.23,0.71,1.59,1.59,0.71,4.41,0,0.35,Fake
47.45,6.51,11.99,1.53,1.66,1.53,0.26,0.89,0.51,1.28,3.83,0.13,0.13,Fake
47.84,9.84,15.37,0.69,1.9,0.35,0.17,2.25,0,0.52,2.94,0,0.17,Fake
64.12,6.61,12.37,0.84,2.06,0.41,0.43,1.57,1.73,0.57,6.74,0,0.19,Fake
50.57,9.56,14.91,0.97,2.92,2.43,0.24,2.92,1.38,0.49,3.57,0,0,Fake
44.26,7.98,13.94,2.54,1.31,0.7,0.79,1.75,1.23,1.93,6.66,0.09,0,Fake
51.91,7.66,12.64,1.4,3.17,1.63,0.1,1.4,1.12,0.41,2.9,0.07,0,Fake
42.23,9.82,14.4,1.64,0.82,0.49,0.16,2.13,1.31,0.16,4.26,0,0,Fake
53.22,9.87,13.18,0.98,1.97,1.12,0.04,1.74,0.36,0.31,4.2,0.04,0,Fake
40.02,6.2,11.15,2.35,1.86,3.47,0.12,2.23,0.37,0.62,3.59,0,0.12,Fake
47.13,9.77,14.27,1.34,1.53,1.15,0.19,1.44,1.34,0.86,4.79,0,0.1,Fake
43.84,8.7,15.93,0.82,2.63,0,0,3.45,0.16,2.13,1.97,0,0,Fake
46.25,9.04,13.15,1.57,1.6,1.03,0.17,1.91,0.37,1.08,3.11,0.06,0.03,Fake
43.08,9.23,16.1,2.87,2.26,0.26,0.09,1.22,0.52,0.61,4.09,0,0.09,Fake
49.51,6.09,15.4,0.54,2.33,0.81,0,1.97,0.27,1.25,3.31,0,0.09,Fake
44.64,9.9,16.56,2.66,1.92,3.47,0,1.4,0,2.14,3.47,0,0.07,Fake
49.57,8.91,14.8,1.29,2.01,0.29,0.29,1.01,2.01,1.01,4.45,0.14,0.14,Fake
46.27,9.87,13.53,0.93,1.2,0.6,0.07,1.93,0.67,0.87,3.73,0.27,0,Fake
40.58,6.43,13.45,2.17,2.69,0.6,0.22,2.69,0.45,7.03,5.16,0,0,Fake
44.23,6,14.22,2.37,1.42,0,0.47,1.74,2.84,0.16,2.84,0,0,Fake
42.5,6.75,13.34,1.87,2.17,0.82,0.07,2.47,0.22,0.6,2.47,0.07,0,Fake
45.93,5.56,14.59,2,0.96,2.37,0.22,1.19,0.81,2.37,4.67,0,0.37,Fake
50.57,8.48,13.21,1.63,2.12,0.49,0,0.65,0.49,0,6.04,0,0.33,Fake
57.54,5.89,13.23,0.87,0.92,0.69,0,4.04,0.23,1.16,4.56,0,0.06,Fake
48.03,8.03,15.21,1.97,1.41,0.85,0.14,0.99,1.13,3.94,3.8,0.28,0.14,Fake
44.18,10.98,18.01,5.11,1.66,0.81,0.09,1.21,0.18,0.81,3.67,0,0,Fake
41.67,7.58,14.96,2.46,1.52,0.38,0,1.52,0.95,1.52,3.79,0,0.57,Fake
45.6,9.68,15.67,2.11,0.18,0,0,1.58,1.23,0,5.99,0,0,Fake
45.72,7.57,11.68,1.15,1.64,0.66,0.33,1.32,1.48,1.64,3.78,0.16,0.16,Fake
38.54,7.07,15.61,1.95,1.59,0.49,0.24,1.71,0.98,0.24,3.54,0,0,Fake
44.81,8.89,15.37,0.74,2.78,0.74,0,0.93,0.56,0.56,4.63,0,0,Fake
43.55,10.11,12.6,2.02,2.02,1.4,0.16,1.71,2.64,1.4,3.27,0.31,0,Fake
37.5,6.82,15.68,5,2.61,0.68,0,1.48,0.45,0.23,6.82,0,1.02,Fake
42.81,9.63,12.39,2.14,1.99,0.46,0,1.38,1.99,1.07,3.98,0.31,0,Fake
35.62,5.48,14.68,3.13,2.54,0.78,0.39,2.35,1.76,0.98,3.52,0.2,0,Fake
43.84,8.88,13.95,1.81,1.45,2.17,0,2.45,0.18,0.27,5.8,0,0.27,Fake
42.76,8.83,14.34,1.24,0.97,0.69,0.14,1.38,0.14,0.41,5.93,0,0,Fake
37.74,6.47,16.54,4.36,0.6,0.15,0.3,2.86,0.6,1.2,4.21,0,0.15,Fake
39.72,7.43,15.37,2.25,1.73,0.35,0,3.11,0.69,1.38,7.08,0,0,Fake
42.04,7.17,13.22,4.3,0.8,2.07,0.32,2.23,1.27,2.87,8.6,0,0.32,Fake
41.39,8.3,12.81,2.05,2.15,0.72,0,2.66,0.61,0.72,4.82,0.2,0.1,Fake
42.46,11.48,16.23,1.97,0.98,0.33,0.16,2.3,0.66,0.49,4.75,0.33,0,Fake
43.52,9.64,14.19,1.77,1.63,1.22,0.07,1.63,0.41,0.41,4.07,0,0,Fake
46.14,12.39,15.44,2.96,1.14,0,0.19,2.48,0,0.1,4.1,0,0.86,Fake
44.99,10.47,15.77,1.04,2.07,2.65,0.92,0.92,0,2.65,2.99,0,0,Fake
46.21,9.62,13.82,1.08,2.44,0.95,0,3.52,0.41,3.12,1.36,0,0.14,Fake
52.93,6.87,13.9,1.34,1.51,0.17,0.17,1.01,0.17,2.35,3.35,0,0,Fake
39.36,9.35,11.94,4.28,1.73,0.62,0.25,1.15,0.12,0.33,3.66,0.12,0.04,Fake
45.92,9.41,15.77,1.11,1.11,1.8,0.28,2.63,0.28,0.83,3.04,0,0,Fake
41.23,7.59,12.12,2.35,4.7,0.72,0,1.81,0.18,1.08,4.34,0,0,Fake
47.33,10.32,16.11,2.26,2.08,1.45,0.18,1.72,0.18,0.63,5.07,0.09,0,Fake
39.93,7.45,14.51,2.54,1.65,0.83,0.39,1.71,0.33,0.72,4.96,0,0.06,Fake
49.59,10.59,16.12,1.78,1.64,0.55,0.14,2.05,0.89,0.27,6.9,0.07,0.07,Fake
45.57,10.17,12.81,2.25,1.98,1.06,0,2.38,0.13,5.68,2.91,0,0.13,Fake
44.18,7.69,14.52,4.89,3.65,0.39,0.16,1.79,0.39,1.24,4.97,0,0.08,Fake
43.35,8.66,15.06,3.53,1.43,0.88,0.22,1.99,0.22,1.05,4.03,0.44,0.17,Fake
36.29,6.66,15.21,1.74,2.06,0.32,0.79,1.11,0.79,0.48,4.6,0,0,Fake
48.55,9.16,14.66,1.22,2.44,0.46,0,1.98,0.46,0.92,4.12,0,0.15,Fake
32.03,3.82,15.08,2.06,1.17,1.31,0.19,1.45,0.35,1.74,4.06,0.12,0.16,Fake
43.39,7.96,15.59,3.04,2.65,1.59,0.43,0.82,0.77,1.5,5.12,0,0.05,Fake
45.82,7.19,13.04,2.51,1.17,0.5,0.17,2.51,0.33,1.34,5.52,0,0.33,Fake
50.88,8.42,12.97,2.06,1.79,0.46,0,2.22,0.56,0.53,2.52,0,0.3,Fake
53.27,9.88,13.22,0.77,1.94,1.13,0,1.71,0.36,0.32,4.29,0.05,0,Fake
45.19,9.79,16.64,1.63,3.59,0.49,0.16,1.14,0.49,0.65,2.77,0.16,0.16,Fake
38.29,7.13,12.87,3.72,2.17,1.24,0,3.1,0.31,0.16,2.64,0,0.78,Fake
39.44,8.72,13.67,2.48,1.73,2.33,0.15,2.4,0.53,0.9,5.56,0,0.23,Fake
46.76,8.1,14.58,1.62,0.93,0.81,0.12,1.5,0.12,0.58,4.28,0,0,Fake
49.46,8.07,14.18,1.51,1.89,0.82,0,2.52,0.25,0.57,3.59,0,0,Fake
44.7,10.1,15.15,1.49,1.49,3.39,0.08,2.48,0.99,0.66,5.38,0.08,0.25,Fake
45.47,11.07,14.09,0.67,1.85,0.34,0.17,3.19,0.17,1.34,3.36,0,0,Fake
48.03,8.4,14.64,1.08,1.79,1.44,0,1.36,0.57,0.57,1.87,0,0,Fake
45.5,8.53,16,1.86,2.97,0.65,0.23,1.48,0.7,0.51,4.36,0,0,Fake
43.83,8.28,17.77,3.46,1.51,1.05,0.15,1.05,1.81,0.75,7.53,0,0,Fake
43.92,6.79,14.57,3.83,1.64,4.16,0.11,1.2,0.22,0.99,4.16,0.11,0,Fake
51.78,7.63,13.36,2.42,1.27,0.13,0.51,1.53,1.27,3.05,3.69,0.13,0.13,Fake
41.67,9.54,12.96,3.61,1.2,0.28,0.09,0.74,0.28,0.83,6.39,0,0.37,Fake
58.65,7.74,13.18,1.21,2.66,0.12,0,1.69,0.24,2.42,3.26,0.12,0,Fake
49.5,9.67,14.63,2.98,1.54,1.08,0.45,0.9,0.36,2.08,5.96,0,0.09,Fake
47.93,10.68,14.13,1.31,2,0.54,0,1.31,0.69,1.31,3.99,0.08,0,Fake
49.11,8.17,12.19,2.37,1.3,0.12,0.24,4.14,0.24,6.98,5.56,0,0,Fake
48.41,8.51,15.13,3.35,2.92,0.26,0,3.18,0.34,0.34,3.78,0.09,0.6,Fake
43.17,6.9,12.41,4,1.52,3.45,0.14,1.52,0.14,0.69,4.83,0,0.14,Fake
38.14,5.84,13.4,1.55,2.06,0,0.52,2.58,2.23,1.89,4.12,0,0.17,Fake
43.03,8.23,14.39,1.48,1.93,3.12,0.22,0.82,0.59,0.3,4.82,0.07,0,Fake
49.1,10.31,15.26,1.49,1.26,0.71,0,2.2,0.55,0.94,3.54,0,0,Fake
52.37,8.47,12.88,1.69,1.53,0.85,0,0.68,0.68,1.36,2.71,0,0.34,Fake
41.62,9.53,14.54,3.44,1.93,0.21,0.36,1.43,0.57,1.43,3.72,0,0.07,Fake
44.04,6.95,14.64,3.97,1.24,0.12,0.12,1.24,0.62,0,4.47,0,0.25,Fake
50.72,8.91,14.55,1.6,0.99,0,0.08,1.45,0.38,0.15,6.09,0,0.08,Fake
38.28,8.2,12.3,1.95,1.37,2.73,0.2,2.73,1.95,0.98,4.69,0,0,Fake
41.36,6.23,14.68,2.51,1.02,2.04,0,2.23,0.46,0.19,4.74,0,0,Fake
47.27,10.72,14.48,3.19,1.92,1.14,0.07,0.78,0.64,1.56,5.54,0,0,Fake
40.76,7.56,14.1,1.74,2.35,0.1,0.1,3.68,0,7.76,2.04,0,0.1,Fake
47.07,8.47,13.82,2.87,1.69,2.61,0.52,0.91,0.65,0.91,2.48,0.13,0.52,Fake
46.09,6.84,12.89,1.17,1.37,0.39,0.39,0.39,1.56,0.78,5.66,0.2,0.59,Fake
41.55,9.14,17.17,1.79,1.49,0.71,0.1,3.56,0.3,1.49,3.89,0,0.07,Fake
41.22,7.27,15.26,2.58,1.06,0.13,0,4.03,0.07,7.93,3.83,0,0.26,Fake
45.23,11.78,14.95,1.87,1.31,1.03,0.09,1.87,0.19,0.84,3.64,0,0,Fake
45.96,9.93,15.49,1.85,0.84,1.18,0,1.01,0.51,0.51,3.87,0,0.17,Fake
51.84,7.48,13.32,1.17,2.55,1.17,0.09,1.47,0.43,0.52,3.2,0,0.09,Fake
51.87,11.16,13.74,2.33,1.33,0.08,0.08,1.42,0.58,0.58,8.99,0,0.08,Fake
44.99,8.88,16.63,1.48,2.62,0.34,0.11,1.71,2.28,0.34,3.99,0,0,Fake
49.33,7.44,13.66,1.77,2.26,1.16,0.12,1.71,0.37,0.49,3.54,0,0,Fake
46.61,10.54,15,1.79,0.36,0.54,0.89,0.71,1.61,0.89,7.5,0.18,0.71,Fake
43.75,9.1,12.91,1.14,2.21,0.33,0,1.74,0.07,1.2,4.95,0,0.13,Fake
45.17,7.85,15.22,0.6,2.17,0.48,0.12,2.42,0.24,1.33,5.31,0,0,Fake
39.15,6.32,13.33,2.22,2.91,0,0,3.76,0,6.32,2.39,0,0.17,Fake
45.26,9.6,14.41,1.68,1.68,2.4,0,0.96,1.56,0.36,3.36,0,0.12,Fake
46.06,12.04,15.08,2.9,1.88,1.9,0.12,1.3,0.23,1.6,4.52,0.02,0,Fake
55.7,10.07,14.81,0.89,1.48,0,0.15,2.07,0.3,1.33,1.33,0,0,Fake
46.73,8.07,13.73,1.47,1.53,1.33,0.2,1.27,0.87,1.33,4.6,0,0.47,Fake
33.16,7.5,13.61,3.84,1.22,1.22,0,1.75,1.57,0.17,3.32,0,0,Fake
40.23,6.51,11.69,1.34,2.11,0,0.19,2.87,3.26,1.72,3.07,0,0.19,Fake
47.6,9.53,16.22,1.12,3.02,0.3,0.12,1.12,0.12,0.77,2.49,0,0.06,Fake
44.81,9.59,15.25,1.22,2.17,1.06,0.37,1.69,0.37,0.95,3.55,0,0,Fake
45.32,8.62,17.45,1.17,1.49,1.17,0.11,1.49,0,1.17,4.47,0,0,Fake
57.83,5.86,15.08,2.2,1.32,0.15,0,2.78,0.44,3.51,5.56,0,0.15,Fake
56.8,6.44,14.16,0.29,2.15,0.43,0.14,2.72,1.14,1.43,1.72,0,0,Fake
37.71,6.49,16.44,4.37,0.6,0.15,0.3,2.87,0.6,1.21,4.22,0,0.15,Fake
41.63,8.14,12.95,4.07,2,0.57,0.12,1.57,0.76,0.79,6.07,0.05,0.29,Fake
42.86,8.08,12.91,2.17,1.48,0.49,0.1,1.77,0.39,3.25,6.7,0,0.1,Fake
47.09,9.94,10.69,1.69,2.81,0,0,2.81,0.94,0.75,4.13,0,0.19,Fake
40.26,8.63,13.33,2.88,2.88,1.31,0,1.7,0.13,0.26,5.62,0,0,Fake
39.91,8.82,13.92,1.62,1.39,2.44,0,2.2,0.23,0.93,3.48,0,0,Fake
43.73,8.36,18.12,3.48,1.92,0.35,0.17,0.52,1.57,0.7,6.97,0,0,Fake
50.65,5.59,14.34,1.68,2.23,0.74,0,0.74,1.3,1.68,7.64,0,0.56,Fake
53.62,11.26,12.15,1.34,1.9,0.89,0,0.45,1.56,1.67,3.23,0,0.11,Fake
