function,article,prep,number,quant,anger,friend,cause,hear,bio,time,swear,netspeak,Type
48.32,9.15,15.85,2.13,1.52,2.13,0,2.29,1.37,0.76,5.34,0,0.15,Fake
51.45,6.21,13.24,1.79,1.79,2.21,0.83,1.79,0.83,1.38,3.17,0,0.28,Fake
46.5,9.78,16.23,1.73,1.26,1.01,0.21,2.66,0.63,1.22,4.22,0,0.08,Fake
41.33,8.49,15.18,1.05,2,2.79,0.47,1.53,0.37,0.47,3.74,0.05,0.05,Fake
53.55,6.91,15.07,0.71,2.13,1.24,0.35,3.19,0.35,0.71,6.03,0,0,Fake
35.79,10.34,12.52,7.75,3.98,0.4,0,2.39,0,0,2.98,0,0,Fake
48.47,8.3,14.26,1.89,3.49,1.6,0,2.47,0.15,0.44,2.62,0,0,Fake
45.84,7.45,15.62,4.67,2.63,0,0.15,3.36,0.29,1.75,4.82,0,0,Fake
44.57,9.92,16.06,2.05,2.05,0.94,0.31,1.26,0.31,2.36,3.94,0,0,Fake
45.2,7.98,14.61,2.17,2.44,0.81,0.14,2.57,0.68,0.41,3.25,0,0,Fake
42.22,9.94,18.13,7.13,1.64,2.81,0,2.11,0.12,0.7,2.92,0.12,0.23,Fake
47.75,12.19,12.48,3.92,1.02,2.18,0,1.31,0.73,0.29,3.05,0,0,Fake
40.6,10.96,16.99,2.29,1.81,0.84,0.12,2.17,1.33,0.84,3.01,0,0.12,Fake
49.91,6.19,12.02,1.09,1.09,0,0,0.91,0.55,6.74,7.1,0,0.36,Fake
40.98,6.81,13.14,1.31,1.91,0.48,0,3.23,1.19,0.24,2.87,0,0.12,Fake
52.21,6.1,13.18,2.95,3.54,0.59,0.1,0.79,0.49,0.2,8.36,0,0,Fake
22.99,2.92,5.3,2.63,0.74,0.2,0.05,3.02,0.1,0.25,1.34,0,0.74,Fake
42.47,9.07,15.15,2.12,2.22,0.39,0.29,1.16,0.68,0.77,4.05,0,0,Fake
47.51,9.71,16.36,1.49,1.84,0.44,0,1.92,0,1.05,4.37,0,0,Fake
42.87,7.16,14.86,4.83,1.83,0.73,0.06,1.83,0.8,0.49,3.43,0.06,0,Fake
42.5,8.82,16.32,1.91,3.53,0.44,0.44,2.21,0,1.32,6.47,0,0,Fake
40.87,7.54,14.48,6.64,1.81,0.45,0.15,1.21,0,0.9,5.13,0,0.15,Fake
51.49,8.43,11.57,1.07,2.31,1.57,0.08,3.39,0.41,0.58,3.22,0,0,Fake
51.04,8.32,13.26,1.4,1.35,1.31,0.15,2.08,1.02,1.06,2.81,0,0,Fake
51.02,9.69,15.29,1.63,2.34,0.76,0,1.17,0.47,1.23,7.01,0,0.12,Fake
48.44,9.47,15.23,1.37,1.86,2.64,0,1.27,0.1,0.39,4.79,0.1,0.39,Fake
39.26,8.51,14.7,4.26,1.55,1.74,0.39,1.74,0.58,1.55,5.42,0,0,Fake
46.62,9.3,14.89,2.15,2.74,0,0.1,2.84,0.88,2.74,2.45,0,0,Fake
48.44,7.92,13.42,1.68,1.78,0.74,0.25,2.38,1.04,0.2,4.51,0,0.1,Fake
46.6,9.64,15.08,0.79,1.13,0.11,0.23,1.36,0.91,0.23,6.35,0,0,Fake
51.06,8.77,14.64,1.41,1.02,0,0.08,1.41,0.39,0.16,5.87,0,0.08,Fake
43.27,9.49,15.46,1.67,1.8,1.94,0.09,1.25,0.14,0.51,3.33,0.05,0.28,Fake
49.45,7.98,14.36,0.98,1.23,1.23,0,1.84,0.25,1.84,4.54,0.12,0,Fake
40.28,10.16,15.06,1.05,1.93,0.18,0.18,1.75,0.35,0.88,6.83,0,1.05,Fake
51.07,5.34,10.14,1.07,2.67,0.18,0.71,1.42,0.36,3.91,4.98,0,0,Fake
40.68,7.92,12.58,4.4,1.39,0.92,0.15,1.39,0.44,5.1,3.3,0.44,0.15,Fake
48.71,11.76,15.44,1.65,1.65,0.37,0,1.65,0.92,0.37,3.49,0,0,Fake
50,11.98,16.71,1.67,1.25,0,0.97,1.11,0.14,2.65,9.75,0,0,Fake
43.56,5.43,11.89,3.53,1.25,0.47,0.22,1.34,0.65,0.43,2.84,0.04,1.38,Fake
44.25,10.05,15.56,1.13,1.78,0.32,0,1.62,0.81,0.49,4.7,0,0.32,Fake
53.35,5.25,14.43,2.92,1.46,0.15,0,1.9,0,5.54,6.85,0.15,0.29,Fake
40.23,7.33,14.94,5.46,2.3,0.86,0.29,1.15,2.16,1.72,3.88,0,0.43,Fake
52.05,9.22,14.79,1.01,2.01,1.63,0.31,1.01,0.62,0.93,4.03,0.08,0,Fake
43.4,6.54,12.2,3.4,1.26,0.13,0,1.51,0.75,9.69,4.03,0,0.13,Fake
40.92,8.94,13.92,2.54,1.13,0.19,0.19,0.75,0.85,2.73,5.17,0,0.09,Fake
36.65,8.29,13.08,7.37,2.58,0,0,4.24,0.74,0.74,6.26,0,0,Fake
40.56,7.66,13.27,4.3,2.24,0.19,0.19,1.5,2.24,1.12,5.79,0,0,Fake
50.36,7.97,14.25,1.57,0.72,0.36,0.12,0.97,0.6,0.48,4.23,0,0.48,Fake
40.31,7.57,16.3,3.72,2.82,0,0,3.85,0.26,0,4.75,0,0,Fake
49.64,9.82,15.29,1.64,1.78,0.92,0.07,1.92,1.71,0.21,4.2,0,0,Fake
48.55,4.1,13.68,1.54,1.71,0.34,0.34,1.2,0.51,0.51,5.3,0.17,0.17,Fake
43.64,7.99,13.46,1.33,1.48,0.15,0,1.78,0.89,0.59,2.37,0,0,Fake
42.71,6.63,14.07,1.83,1.53,1.33,0,1.83,0.1,1.22,4.79,0.1,0.1,Fake
46.68,11.31,15.37,1.42,1.57,3.15,0.05,1.78,0.1,0.66,3.6,0,0,Fake
42.86,10.05,13.61,2.12,2.34,0.98,0.15,1.59,0.3,0.83,6.42,0,0,Fake
42.66,9.39,13.31,1.19,1.19,0.85,0.17,1.37,0.17,1.02,6.14,0.17,0,Fake
40,6.54,14.42,3.08,1.35,1.35,0.19,1.15,0.58,0.77,5,0,1.15,Fake
42.63,7.79,14.11,4.11,2.11,2.11,0,1.89,0.53,0.95,3.58,0,1.05,Fake
47.59,8.06,14.33,2.02,1.34,1.01,0.11,1.68,0.56,0.45,4.93,0.11,0.11,Fake
50.47,8.57,15.83,0.74,0.93,2.23,0,0.74,1.12,0.74,5.21,0,0.19,Fake
46.25,8.69,13.31,1.47,1.47,0.28,0.14,1.05,1.33,1.54,3.43,0,0.07,Fake
43.71,4.87,9.43,0.63,2.99,0.47,0.63,0.79,0.31,1.73,3.62,0,1.57,Fake
54.68,7.38,14,0.85,1.7,1.14,0.19,1.51,0.19,1.04,5.11,0.19,0.57,Fake
41.51,7.17,15.66,3.96,1.89,0.57,0,0.94,0.94,1.32,5.85,0,0.38,Fake
46.78,9.16,14.98,0.62,1.61,1.61,0,3.47,0.62,0.74,4.58,0.12,0,Fake
49.25,6.98,15.21,1.95,2.56,1.06,0.27,1.59,1.24,0.71,4.95,0.27,0,Fake
42.05,5.93,13.38,1.26,0.63,0.63,0,1.77,0.51,0.13,5.93,0,0.25,Fake
39.47,7.71,18.8,3.38,0.94,0.56,0,2.44,1.5,0.94,4.7,0,0,Fake
45.44,9.12,14.71,2.23,1.12,2.98,0,2.05,0.56,0.19,3.17,0,0.19,Fake
42.75,10.43,15.37,3.14,2.27,1.18,0,2.12,0.16,0.31,3.92,0,0.16,Fake
39.24,5.9,13.71,4,2.1,0,0.38,1.33,1.52,0.57,6.67,0,1.14,Fake
44.11,9.8,15.55,2.13,1.56,2.34,0.14,1.7,0.43,0.99,3.41,0,0.07,Fake
46.53,7.45,14.89,1.95,2.12,0.25,1.95,1.78,0.51,1.02,2.88,0,0.42,Fake
46.88,10.24,12.5,0.69,1.39,1.04,0.17,2.95,0.17,0.87,2.43,0,0,Fake
46.53,9.47,14.61,2.11,1.78,0.72,0.17,3.03,0.11,0.81,6.17,0,0.06,Fake
47.67,10.54,15.41,1.02,1.89,1.24,0.07,1.74,0,0.87,3.2,0.07,0,Fake
46.89,5.68,17.41,1.78,2.31,0.89,0.71,1.78,0.36,1.24,3.02,0,0.36,Fake
45.89,8.51,14.23,0.14,1.67,0.14,0.14,2.37,0,0,4.88,0,0.42,Fake
50.96,8.48,13.85,1.59,1.79,0,0.13,1.79,0.93,0.4,4.44,0,0.07,Fake
46.25,9.87,15.01,0.82,2.47,1.13,0,1.95,0.31,0.82,2.47,0,0,Fake
42.59,8.28,13.29,2.07,1.63,2.18,0.22,2.29,1.53,0.33,3.05,0,0.76,Fake
46.11,10.28,15.89,2.1,1.42,2.16,0,1.69,0.14,0.74,3.58,0,0,Fake
46.55,4.26,11.89,2.06,1.47,0.15,0.29,3.67,0.88,3.67,1.62,0,0,Fake
37.7,9.11,15.85,4.74,1.28,0.91,0,1.09,3.1,0,6.74,0,0,Fake
43.56,8.63,15.48,1.78,1.78,3.01,0.14,2.05,0.68,1.37,4.52,0,0.14,Fake
44.56,9.55,15.67,2.12,1.68,0.76,0.12,1.88,0.4,3.44,3.8,0,0.04,Fake
49.52,6.09,14.74,1.76,1.6,0.16,0.48,2.88,0.16,10.58,4.33,0,0,Fake
47.2,10.2,15.08,1.12,1.68,1.96,0.28,1.23,0.17,1.4,2.13,0.11,0,Fake
55.74,6.39,15.08,0.98,2.79,0.33,0.16,1.97,0.98,2.13,5.08,0.33,0,Fake
48.07,8.41,13.16,1.38,2.27,3.36,0,2.67,0.99,0.1,2.87,0,0,Fake
56.87,6.81,13.38,0.6,3.35,0,0,2.87,0.48,2.27,2.51,0,0,Fake
36.21,7.28,13.61,5.69,1.98,0.64,0.18,1.59,0.4,1.01,4.61,0.02,0.24,Fake
45.45,7.92,14.66,2.35,4.55,1.76,0,2.79,0.29,0.73,3.23,0.15,0,Fake
45.76,9.85,17.27,2.63,1.37,1.76,0.1,1.95,0.2,0.88,5.07,0.1,0.29,Fake
43.51,5.92,11.64,3.63,1.34,0.95,0.76,1.15,0.19,0.57,3.24,0.19,0.38,Fake
40.2,7.15,15.17,1.85,1.11,0.99,0.49,0.49,1.11,0.49,3.95,0,0.12,Fake
40.18,12.35,15.18,9.88,2.24,0.29,0.12,0.65,0.24,0.65,3.47,0,0,Fake
46.79,9.64,15.31,0.96,0.86,1.18,0,2.36,0.32,0.11,4.6,0,1.82,Fake
45.51,9.54,16.01,3.95,3.38,0.39,0,1.87,0.13,0.56,5.51,0.17,0.17,Fake
48.38,12.59,14.84,1.87,1.62,0.87,0.12,2.24,0.12,0.37,3.87,0,0.12,Fake
60.24,5.27,14.41,1.39,3.48,0.8,0.1,1.79,0.4,2.39,5.27,0.1,0.2,Fake
43.62,10.28,13.1,1.16,1.66,0.33,0,1,0.17,0.5,3.32,0,0,Fake
46.66,11.31,18.38,1.93,0.9,0.13,0.51,1.8,0.39,0.39,4.37,0,0,Fake
48.4,10.29,14.97,1.47,1.2,0.53,0.4,1.47,1.34,0.67,2.54,0,0,Fake
46.86,8.14,13.14,0.71,2.43,0.29,0,4.29,0,13,2.71,0.29,0,Fake
37.5,5.34,14.89,2.25,1.4,1.83,0.14,2.11,2.25,1.54,3.93,0,0.7,Fake
45.97,9.5,15.34,1.93,1.59,1.93,0.34,2.65,0.19,0.77,3.33,0.19,0.05,Fake
50.49,6.05,13.03,1.54,1.95,1.02,0,1.49,0.6,0.51,3.12,0.09,0.09,Fake
50.5,7.51,15.07,1.17,2.4,1.47,0.29,1.99,0.18,0.47,3.34,0,0,Fake
44.23,9.83,15.6,2.07,1.57,2.35,0.14,1.71,0.43,1,3.35,0,0.07,Fake
52.26,9.84,13.87,0.65,2.74,0.65,0,2.1,2.26,0.65,5.32,0,0,Fake
43.83,6.33,14.87,2.53,3.16,0.32,0.16,0.79,0.32,3.32,3.16,0.32,0.32,Fake
43.66,7.43,15.88,2.18,1.02,1.02,0.13,2.05,0.51,0.9,5.63,0,0.38,Fake
54.12,8.89,12.92,1.05,2.02,0.08,0.16,2.58,0.89,1.05,3.8,0.08,0.16,Fake
52.7,8.18,15.18,0.58,2.77,0.44,0.29,2.04,0.44,2.92,4.23,0.29,0,Fake
51.67,10.65,14.41,2.28,0.99,0.14,0.09,1.06,0.68,3.89,4.5,0,0.09,Fake
46.93,7.4,14.8,2.17,1.44,0.72,0,1.26,1.62,0.36,6.5,0,0.36,Fake
43.67,7.3,14.54,1.28,2.4,1.28,0.15,1.84,0.56,1.22,5.92,0.15,0.1,Fake
49.4,10.73,15.2,0.99,1.79,0.32,0.22,2.18,0.63,0.78,5.29,0.02,0.02,Fake
43.99,7.36,16.52,0.54,1.08,1.8,0.18,2.69,0,2.15,3.23,0.18,0,Fake
49.49,10.05,15.12,1.51,1.82,0.96,0,3.06,0.8,1.45,3.8,0.03,0.06,Fake
48.13,7.08,12.73,3.15,2.26,0,0.06,1.43,0.83,0.42,4.58,0,0,Fake
52.99,7.31,13.58,1.34,2.39,1.49,0,2.39,0.6,0.45,2.54,0,0,Fake
43.48,6.88,11.59,8.45,2.66,0.36,0.24,2.29,0.12,2.78,3.86,0.12,0.12,Fake
48.56,10.72,18.37,0.6,1.39,1.09,0,1.69,0.2,1.69,4.87,0,0.1,Fake
45.84,10.65,13.77,1.69,1.3,3.25,0,1.43,0.65,0.13,2.34,0,0,Fake
57.53,5.73,15.04,1.32,2.16,0.03,0.13,2.58,0.61,2,5.25,0.03,0.06,Fake
46.91,6.18,14.52,5.84,3.51,0.5,0,0.83,0.83,0.33,5.18,0,0,Fake
45.71,7.98,15.97,3.39,3.79,1.2,0,0.6,1.4,1,3.79,0,0.2,Fake
51.12,9.76,14.61,0.97,1.04,0.22,0,1.94,1.27,0.45,4.32,0,0.22,Fake
40.49,8.15,15.22,0.27,2.85,5.03,0.27,3.12,0.68,1.36,2.85,0.14,0.14,Fake
46.74,10.59,13.68,2.44,3.09,3.91,0,2.28,0.49,0.81,3.42,0,0,Fake
46.14,8.56,13.93,2.01,2.68,0.5,0,1.68,0.84,1.17,3.52,0,0.5,Fake
46.21,8.22,14.45,3.53,2.34,0.7,0.23,1.16,0.72,1.7,4.33,0.1,0.18,Fake
46.51,8.54,15.52,0.78,2.25,1.15,0,2.39,0.23,0.78,2.89,0.09,0.05,Fake
47.24,8.77,12.99,0.97,0.65,2.11,0.16,1.46,0.49,1.3,5.03,0,0.32,Fake
41.38,5.69,17.36,2.66,2.48,3.57,0,1.39,0.06,3.45,3.45,0.06,0,Fake
45.52,4.91,14.16,2.6,2.89,1.16,0,2.75,1.01,0.43,3.9,0,0.29,Fake
43.87,8.74,14.31,2.23,3.16,0.37,0,1.3,0.37,0,8.36,0,0.56,Fake
44.96,9.88,13.95,1.74,3.29,1.74,0.19,1.36,0.78,0.58,2.52,0,0,Fake
39.29,8.19,13.92,3.27,1.77,1.36,0,2.05,0.68,1.64,2.86,0,1.09,Fake
47.27,5.14,13.83,1.77,1.29,0.48,0,1.29,1.45,0.48,2.41,0,0.48,Fake
48.83,9.91,16.08,0.93,1.4,1.4,0.12,1.17,1.52,0.7,4.31,0.12,0.12,Fake
44.05,8.96,16.23,2.32,0.93,0.15,0.15,1.39,0,0.46,5.41,0.15,0.15,Fake
45.17,9.48,16.36,4.09,2.04,0.93,0.74,1.12,0.56,0.93,4.28,0,0.19,Fake
40.26,10.91,13.55,2.81,1.44,3.61,0.16,2.33,0,1.44,2.97,0,0.08,Fake
44.6,9.03,12.18,2.46,1.5,0.55,0.14,2.19,0.41,0.68,2.33,0,0.55,Fake
47.48,9.92,15.58,0.96,2.89,1.59,0.14,1.59,0.28,1.03,2.96,0.07,0.14,Fake
45.77,6.34,12.69,0.6,1.96,0.76,0.45,1.36,1.66,0.91,2.57,0.15,0.45,Fake
44.11,9.09,17.68,5.89,2.53,2.02,1.35,1.01,0.67,0,10.1,0,0,Fake
49.81,9.86,14.27,0.78,2.33,0.26,0.13,1.82,0.26,2.2,4.54,0,0.13,Fake
42.67,10.53,15.34,2.75,2.21,1.22,0,2.06,0.15,0.31,3.97,0,0.15,Fake
41.87,9.33,15.08,2.58,1.39,1.98,0,1.79,0.2,1.59,4.56,0.2,0,Fake
47.85,7.53,13.68,2.12,2.71,0.2,0,1.98,0.4,0.73,4.63,0,0,Fake
41.36,6.34,13.15,1.58,2.54,1.74,0.16,0.95,0.79,1.27,4.12,0,0,Fake
41.54,9.85,17.24,3.45,1.81,1.64,0,1.48,0.16,0.99,3.45,0,0.16,Fake
48.69,10.06,13.6,1.95,1.77,0.53,0.67,1.03,0.32,0.64,4.21,0.07,0.04,Fake
47.41,8.22,12.86,0.66,2.2,1.55,0.12,0.95,0.54,1.43,2.14,0.42,0.06,Fake
40.18,6.61,14.89,3.96,2.29,0.26,0.18,1.23,0.35,0.53,6.43,0,0.35,Fake
49.08,8.32,15.47,1.5,2,2,0,2.5,0.83,0.33,1.83,0,0,Fake
37.4,10.67,13.46,5.77,0.77,2.02,0.19,1.63,0,0.87,3.08,0,0.38,Fake
48.04,8.43,15.2,2.84,3.33,0.2,0.1,2.35,1.47,0.59,3.92,0,0,Fake
49.21,8.42,13.41,1.66,2.48,0.12,0.02,3.61,0.23,2.34,3.02,0,0.49,Fake
42.25,5.81,14.29,1.69,3.03,0.24,0,2.54,0,3.51,3.03,0,0,Fake
32.12,3.86,15.04,2.01,1.18,1.3,0.19,1.47,0.36,1.73,4,0.12,0.14,Fake
42.63,8.98,15.15,1.34,2.95,0.54,0,3.75,0.13,3.22,4.69,0,0.27,Fake
52.96,6.61,16.41,1.82,1.22,0.84,0.61,1.29,0.68,1.44,5.55,0.08,0.08,Fake
44.73,4.84,13.3,5.18,1.73,0,0.69,1.21,0.35,1.21,7.6,0,0.86,Fake
56.76,12.74,14.36,1,1.78,1,0,0.62,1.93,0.69,3.4,0,0,Fake
44.31,10.98,15.77,2.79,2.2,2.4,0,1.6,1.2,1.6,3.99,0,0,Fake
49.86,8.78,15.56,0.73,2.23,1.41,0,1.91,0.23,0.68,3.59,0,0,Fake
38.57,6.94,12.88,2.29,1.83,0.99,0.08,1.37,0.84,0.91,5.03,0,0.23,Fake
49.49,7,12.88,1.42,2.23,2.23,0.2,2.23,0.51,0.2,3.65,0,0.1,Fake
48.17,8.03,10.65,2.62,1.4,0.7,0.17,3.14,0.52,1.92,3.14,0.17,0.7,Fake
47.5,10.44,13.97,3.09,1.76,2.5,0.15,1.91,0.29,0.74,2.5,0,0,Fake
50.87,11.07,15.73,0.58,1.55,0.19,0.19,3.3,1.17,0.78,2.91,0,0,Fake
35.68,6.07,14.08,3.16,1.33,0.97,0.24,3.16,0.73,1.21,4.73,0,0.12,Fake
39.08,7.38,16.16,4.59,3.1,0.36,0.05,1.03,1.03,2.12,4.59,0,0.1,Fake
44.61,9.65,13.78,1.03,1.5,2.72,0.19,2.44,0.09,1.31,3.28,0.09,0.28,Fake
47.09,10.48,14.75,2.07,2.2,0.26,0,2.46,0.26,0.65,5.3,0,0,Fake
53.25,7.36,12.41,1.73,2.45,0.58,0.29,1.3,0.43,0.87,6.49,0.29,0,Fake
41.09,8.66,15.07,2.42,1.88,3.1,0.45,2.06,0.45,0.27,4.98,0,0.18,Fake
44.13,10,14.6,4.6,2.38,0,0.32,1.75,0.79,1.43,3.81,0,0,Fake
46.5,7.55,13.76,0.89,1.22,1.11,0,1.66,0.44,1.66,4.22,0.11,0,Fake
48.35,9.53,13,2.6,1.21,1.21,0,1.21,0.35,1.21,3.47,0,0,Fake
45.57,8.37,14.98,1.29,1.77,2.09,0.16,2.09,0.64,1.77,5.31,0.32,0.16,Fake
47.62,9.77,12.45,1.47,2.2,0.37,0.24,2.2,0.12,1.71,2.93,0,0.12,Fake
52.85,9.21,12.71,2.21,1.66,0.74,0.18,3.31,0.37,0.92,2.39,0.37,0.37,Fake
52.72,10.16,12.52,1.03,1.03,1.03,0.15,1.33,1.62,1.77,3.24,0,0,Fake
46.81,9.5,13.91,3.72,2.89,0,0,1.6,0.38,0.38,10.18,0,0,Fake
51.51,9.32,13.45,0.52,1.77,0.92,0.07,2.17,0,0.39,3.54,0.13,0.07,Fake
36.16,4.8,14.9,1.43,1.87,0.12,0,1.62,0.69,3.55,3.18,0,0,Fake
50.45,7.35,12.23,1.01,3.2,1.23,0.28,1.68,0.45,1.07,5.33,0.06,0.06,Fake
49.08,9.74,14.2,2.73,2.14,0.18,0.06,2.02,0.95,0.3,5.53,0,0.12,Fake
48.38,8.44,15.61,0.56,1.13,2.11,0,1.55,1.13,2.81,2.53,0.14,0,Fake
48.5,7.99,14.98,0.71,2.43,1.71,0.43,0.86,1.14,0.29,2.57,0,0.29,Fake
44.67,7.35,12.82,0.86,1.73,0.29,0,2.45,1.87,0.29,2.88,0.14,0.14,Fake
50.12,6.02,12.9,2.09,1.47,1.47,0.37,1.11,0.49,0.86,8.35,0,0.12,Fake
41.19,9.53,16.05,2.94,1.15,0.21,0.43,0.57,0.5,1.15,5.23,0,0,Fake
45.64,6.13,15.12,1.36,2.59,1.91,0.14,2.04,1.23,0.54,2.86,0,0,Fake
47.22,8.11,12.35,2.91,2.78,0.24,0.12,2.91,0.36,0.85,4.24,0,0.12,Fake
43.82,7.76,13.48,1.63,2.15,1.23,0.1,1.84,1.23,0.61,3.47,0,0.72,Fake
46.32,7.29,14.77,2.01,1.46,1.28,0.43,1.34,0.18,1.7,3.71,0,0.06,Fake
49.7,7.6,13.7,1.4,2.1,2.1,0,1.5,1,0.7,3.7,0,0.1,Fake
42.97,9.76,16.24,3.19,1.19,2.55,0.09,1.82,0.09,0.73,5.29,0.09,0.09,Fake
36.78,6.14,11.31,1.72,1.42,0.15,0.3,0.67,0.75,1.05,3.6,0.15,0.9,Fake
50.96,9.33,15.38,1.73,1.06,0.19,0.1,2.21,0.38,0.38,4.04,0,0.1,Fake
48.95,10.15,15.24,1.69,1.34,2.14,0.08,1.46,0.77,0.73,3.18,0.04,0,Fake
50.99,10.64,16.03,2.37,1.84,0,0.13,1.05,0.26,0.92,5.91,0,0,Fake
32.78,10.77,13.35,4.25,1.37,1.37,0.15,4.25,0.76,2.58,3.03,0,0,Fake
47.83,7.94,13.58,1.83,1.62,0.42,0.05,2.45,1.1,0.78,3.45,0.1,0.05,Fake
47.12,6.65,12.85,0.74,2.22,1.48,0.44,1.62,1.92,0.74,4.28,0,0,Fake
55.04,8.14,14.34,1.74,2.13,0.39,0,3.1,1.55,0.78,4.65,0,0,Fake
46.16,7.12,15.07,1.78,1.1,3.01,0.55,0.82,0.82,1.51,3.15,0,0,Fake
48.21,8.51,17.95,1.33,2.26,0,0,3.18,0,2.67,4.21,0,0,Fake
41.29,8.49,14.71,2.64,0.88,0.69,0.06,2.39,0.25,4.65,4.78,0,0,Fake
40.04,5.49,11.99,3.46,1.63,0.71,0.1,3.66,0.1,6.5,2.74,0.51,0,Fake
49.23,10.04,11.97,3.28,2.7,0.19,0.97,2.7,1.74,0.58,5.02,0,0.39,Fake
40.7,9.49,17.35,8.86,3.5,0,0,1.87,0.12,1.25,5.24,0,0,Fake
48.48,11.07,14.62,0.53,0.92,2.37,0,1.98,0.66,0.92,3.29,0,0,Fake
39.86,8.36,13.84,5.21,1.37,0.96,0,0.41,1.23,1.64,5.75,0,0.14,Fake
48.5,8.99,16.41,1.14,2.14,0.29,0.29,1.43,1.43,2,4.85,0,0,Fake
43.89,10.6,15.46,1.62,1.12,1.37,0,1.87,0.37,0.5,2.62,0,0.37,Fake
51.41,10,16.06,2.68,1.97,1.27,0.14,1.13,0.42,2.25,2.54,0.85,0.28,Fake
47.33,8.95,14.8,2.24,1.55,1.2,0,1.03,1.2,0.86,4.65,0,0.52,Fake
38.55,6.63,13.61,1.2,1.57,0.24,0,3.49,0,13.01,5.3,0,0,Fake
42.38,10.35,18.16,0.98,1.95,0.2,0,1.95,0.2,1.37,6.64,0,0.39,Fake
17.06,4.12,5.35,3.86,1,0.26,0.15,0.48,0.41,0.52,2.82,0,2.68,Fake
43.36,10.76,10.87,2.97,2.86,0.69,0.11,1.37,0.92,0.69,4.12,0.23,0.23,Fake
42.5,9.48,13.69,4.92,2.64,0.24,0.12,1.56,0.72,0.24,3.72,0.12,0.72,Fake
45.43,8.32,15.37,2.29,1.78,0.7,0.13,0.95,0.44,0.64,6.1,0.06,0.06,Fake
47.06,11.07,15.45,1.28,2.03,1.93,0.05,1.39,0.37,0.8,4.65,0,0,Fake
39.54,10.08,17.3,6.46,2.09,0.76,0.19,0.38,0.19,0.38,6.46,0,0,Fake
44.4,7.71,13.94,2.34,1.88,0.69,0.09,1.51,0.32,1.06,5.05,0.05,0.05,Fake
44.2,7.45,11.71,7.56,2.13,1.49,0.11,1.81,0.64,0.53,4.9,0,0,Fake
38.1,6.15,11.31,4.56,1.79,1.79,0,0.79,0.6,0.6,5.36,0.4,1.19,Fake
44.11,7.19,12.38,3.19,2.59,0.6,0.2,0.8,0.2,0.8,7.19,0,0.8,Fake
50.71,8.71,14.5,1.5,1,0,0.07,1.5,0.36,0.14,6.21,0,0.07,Fake
46.58,8.27,15.66,2.46,3.18,1.91,0.08,1.03,0.72,1.03,7.07,0,0.08,Fake
43.75,8.27,7.35,0.92,2.39,1.1,1.1,3.68,1.84,1.65,1.84,0.18,5.15,Fake
47.65,10.47,13.26,1.73,1.44,1.06,0,1.63,0.29,1.06,2.79,0,0,Fake
46.4,7.62,14.96,3.32,0.69,0.83,0,2.22,0.42,0.28,5.68,0.14,0.42,Fake
44.44,10.16,14.44,4.44,3.17,1.11,0,2.7,0.48,2.06,3.33,0,0,Fake
40.79,10.42,14.2,1.06,1.06,1.36,0,0.76,1.51,0.6,4.38,0.3,0.15,Fake
46.98,10.31,14.43,2.21,1.33,0.29,0.29,1.62,0.15,0.44,5.15,0,0.15,Fake
44.31,9.22,16.67,2.55,1.96,0.39,0.39,0.2,0.78,0.78,6.47,0,0.2,Fake
45.88,12.75,15.96,1.44,1.86,0.65,0.14,1.44,0.23,0.37,4.33,0,0,Fake
53.2,7.27,15.67,0.75,2.28,1.53,0.14,2.24,0.31,1.46,4.66,0,0,Fake
44.61,9.65,13.78,1.03,1.5,2.72,0.19,2.44,0.09,1.31,3.28,0.09,0.28,Fake
44.21,8.1,14.47,2.24,1.81,0.51,0,2.46,0.29,1.37,4.05,0,0.14,Fake
50.81,8.94,14.31,0.72,2.86,0.72,0,1.43,0.36,3.76,3.22,0.18,0,Fake
46.31,9.08,16.31,1.64,2.23,3.35,0,1.71,0.22,1.12,3.57,0,0,Fake
42.71,9.68,17.02,3.47,1.94,0.2,0.1,0.71,1.12,0.71,5.81,0,0.82,Fake
43.15,5.25,13.59,2.99,1.85,0.1,0,1.65,0.31,0.62,5.05,0,0,Fake
40.66,9.69,15.05,6.23,2.25,1.73,0.35,1.73,0.52,0.69,6.4,0,0,Fake
42.93,7.4,15.35,1.37,1.77,2.01,0.08,1.53,0.24,5.79,3.78,0.24,0.4,Fake
48.9,7.86,14.87,2.31,2.11,1.92,0.36,1.04,0.81,1.69,5.13,0.06,0.03,Fake
42.09,7.15,17.12,3.03,1.43,1.89,0.25,2.65,0.08,1.26,3.32,0.04,0,Fake
43.8,10.02,15,2.47,1.38,0.68,0.15,1.62,0.25,0.55,4.88,0.03,0,Fake
41.83,9.25,16,6.36,1.47,0,0,1.42,0.24,0.34,5.14,0,0.1,Fake
47.85,8.91,15.35,2.48,1.49,1.65,0.17,2.31,0.66,0.33,3.96,0.33,0.83,Fake
46.44,9.81,15.36,2.04,2.22,0.46,0.09,2.5,0.09,2.87,5.18,0,0.09,Fake
41.82,8.26,15.01,1.35,2.7,0.51,0,3.46,0.25,2.61,3.88,0.08,0.25,Fake
45.88,8.92,13.94,1.27,2.1,0.37,0.22,1.12,1.12,1.42,3.45,0,0,Fake
50.25,7.02,15.91,2.88,1.88,0.75,0.25,1.38,1.13,1.38,4.39,0.13,0.13,Fake
